id,to_currency,from_currency,exchange_rate,provider,valid_from
eib_20250425_USD_EUR,EUR,USD,0.923412,European Central Bank,2025-04-25
eib_20250425_EUR_GBP,GBP,EUR,0.855206,European Central Bank,2025-04-25
eib_20250425_GBP_EUR,EUR,GBP,1.169309,European Central Bank,2025-04-25
eib_20250425_USD_GBP,GBP,USD,1.266291,European Central Bank,2025-04-25
eib_20250425_GBP_USD,USD,GBP,0.789708,European Central Bank,2025-04-25
eib_20250426_EUR_USD,USD,EUR,1.082901,European Central Bank,2025-04-26
eib_20250426_USD_EUR,EUR,USD,0.923445,European Central Bank,2025-04-26
eib_20250426_EUR_GBP,GBP,EUR,0.855365,European Central Bank,2025-04-26
eib_20250426_GBP_EUR,EUR,GBP,1.169091,European Central Bank,2025-04-26
eib_20250426_USD_GBP,GBP,USD,1.266011,European Central Bank,2025-04-26
eib_20250426_GBP_USD,USD,GBP,0.789883,European Central Bank,2025-04-26
eib_20250427_EUR_USD,USD,EUR,1.082962,European Central Bank,2025-04-27
eib_20250427_USD_EUR,EUR,USD,0.923394,European Central Bank,2025-04-27
eib_20250427_EUR_GBP,GBP,EUR,0.855201,European Central Bank,2025-04-27
eib_20250427_GBP_EUR,EUR,GBP,1.169316,European Central Bank,2025-04-27
eib_20250427_USD_GBP,GBP,USD,1.266324,European Central Bank,2025-04-27
eib_20250427_GBP_USD,USD,GBP,0.789687,European Central Bank,2025-04-27
eib_20250428_EUR_USD,USD,EUR,1.082955,European Central Bank,2025-04-28
eib_20250428_USD_EUR,EUR,USD,0.9234,European Central Bank,2025-04-28
eib_20250428_EUR_GBP,GBP,EUR,0.855285,European Central Bank,2025-04-28
eib_20250428_GBP_EUR,EUR,GBP,1.169201,European Central Bank,2025-04-28
eib_20250428_USD_GBP,GBP,USD,1.266192,European Central Bank,2025-04-28
eib_20250428_GBP_USD,USD,GBP,0.78977,European Central Bank,2025-04-28
eib_20250429_EUR_USD,USD,EUR,1.082721,European Central Bank,2025-04-29
eib_20250429_USD_EUR,EUR,USD,0.923599,European Central Bank,2025-04-29
eib_20250429_EUR_GBP,GBP,EUR,0.855197,European Central Bank,2025-04-29
eib_20250429_GBP_EUR,EUR,GBP,1.169322,European Central Bank,2025-04-29
eib_20250429_USD_GBP,GBP,USD,1.266049,European Central Bank,2025-04-29
eib_20250429_GBP_USD,USD,GBP,0.789859,European Central Bank,2025-04-29
eib_20250430_EUR_USD,USD,EUR,1.08295,European Central Bank,2025-04-30
eib_20250430_USD_EUR,EUR,USD,0.923404,European Central Bank,2025-04-30
eib_20250430_EUR_GBP,GBP,EUR,0.855064,European Central Bank,2025-04-30
eib_20250430_GBP_EUR,EUR,GBP,1.169503,European Central Bank,2025-04-30
eib_20250430_USD_GBP,GBP,USD,1.266512,European Central Bank,2025-04-30
eib_20250430_GBP_USD,USD,GBP,0.78957,European Central Bank,2025-04-30
eib_20250501_EUR_USD,USD,EUR,1.0831,European Central Bank,2025-05-01
eib_20250501_USD_EUR,EUR,USD,0.923276,European Central Bank,2025-05-01
eib_20250501_EUR_GBP,GBP,EUR,0.855047,European Central Bank,2025-05-01
eib_20250501_GBP_EUR,EUR,GBP,1.169527,European Central Bank,2025-05-01
eib_20250501_USD_GBP,GBP,USD,1.266715,European Central Bank,2025-05-01
eib_20250501_GBP_USD,USD,GBP,0.789444,European Central Bank,2025-05-01
eib_20250502_EUR_USD,USD,EUR,1.083258,European Central Bank,2025-05-02
eib_20250502_USD_EUR,EUR,USD,0.923141,European Central Bank,2025-05-02
eib_20250502_EUR_GBP,GBP,EUR,0.854874,European Central Bank,2025-05-02
eib_20250502_GBP_EUR,EUR,GBP,1.169763,European Central Bank,2025-05-02
eib_20250502_USD_GBP,GBP,USD,1.267155,European Central Bank,2025-05-02
eib_20250502_GBP_USD,USD,GBP,0.789169,European Central Bank,2025-05-02
eib_20250503_EUR_USD,USD,EUR,1.083076,European Central Bank,2025-05-03
eib_20250503_USD_EUR,EUR,USD,0.923296,European Central Bank,2025-05-03
eib_20250503_EUR_GBP,GBP,EUR,0.854782,European Central Bank,2025-05-03
eib_20250503_GBP_EUR,EUR,GBP,1.169889,European Central Bank,2025-05-03
eib_20250503_USD_GBP,GBP,USD,1.267079,European Central Bank,2025-05-03
eib_20250503_GBP_USD,USD,GBP,0.789217,European Central Bank,2025-05-03
eib_20250504_EUR_USD,USD,EUR,1.083357,European Central Bank,2025-05-04
eib_20250504_USD_EUR,EUR,USD,0.923057,European Central Bank,2025-05-04
eib_20250504_EUR_GBP,GBP,EUR,0.854582,European Central Bank,2025-05-04
eib_20250504_GBP_EUR,EUR,GBP,1.170163,European Central Bank,2025-05-04
eib_20250504_USD_GBP,GBP,USD,1.267704,European Central Bank,2025-05-04
eib_20250504_GBP_USD,USD,GBP,0.788828,European Central Bank,2025-05-04
eib_20250505_EUR_USD,USD,EUR,1.083076,European Central Bank,2025-05-05
eib_20250505_USD_EUR,EUR,USD,0.923296,European Central Bank,2025-05-05
eib_20250505_EUR_GBP,GBP,EUR,0.85491,European Central Bank,2025-05-05
eib_20250505_GBP_EUR,EUR,GBP,1.169714,European Central Bank,2025-05-05
eib_20250505_USD_GBP,GBP,USD,1.26689,European Central Bank,2025-05-05
eib_20250505_GBP_USD,USD,GBP,0.789334,European Central Bank,2025-05-05
eib_20250506_EUR_USD,USD,EUR,1.083194,European Central Bank,2025-05-06
eib_20250506_USD_EUR,EUR,USD,0.923196,European Central Bank,2025-05-06
eib_20250506_EUR_GBP,GBP,EUR,0.854915,European Central Bank,2025-05-06
eib_20250506_GBP_EUR,EUR,GBP,1.169706,European Central Bank,2025-05-06
eib_20250506_USD_GBP,GBP,USD,1.267019,European Central Bank,2025-05-06
eib_20250506_GBP_USD,USD,GBP,0.789254,European Central Bank,2025-05-06
eib_20250507_EUR_USD,USD,EUR,1.083632,European Central Bank,2025-05-07
eib_20250507_USD_EUR,EUR,USD,0.922823,European Central Bank,2025-05-07
eib_20250507_EUR_GBP,GBP,EUR,0.854799,European Central Bank,2025-05-07
eib_20250507_GBP_EUR,EUR,GBP,1.169866,European Central Bank,2025-05-07
eib_20250507_USD_GBP,GBP,USD,1.267704,European Central Bank,2025-05-07
eib_20250507_GBP_USD,USD,GBP,0.788828,European Central Bank,2025-05-07
eib_20250508_EUR_USD,USD,EUR,1.083434,European Central Bank,2025-05-08
eib_20250508_USD_EUR,EUR,USD,0.922991,European Central Bank,2025-05-08
eib_20250508_EUR_GBP,GBP,EUR,0.854834,European Central Bank,2025-05-08
eib_20250508_GBP_EUR,EUR,GBP,1.169817,European Central Bank,2025-05-08
eib_20250508_USD_GBP,GBP,USD,1.267419,European Central Bank,2025-05-08
eib_20250508_GBP_USD,USD,GBP,0.789005,European Central Bank,2025-05-08
eib_20250509_EUR_USD,USD,EUR,1.083321,European Central Bank,2025-05-09
eib_20250509_USD_EUR,EUR,USD,0.923088,European Central Bank,2025-05-09
eib_20250509_EUR_GBP,GBP,EUR,0.854816,European Central Bank,2025-05-09
eib_20250509_GBP_EUR,EUR,GBP,1.169843,European Central Bank,2025-05-09
eib_20250509_USD_GBP,GBP,USD,1.267315,European Central Bank,2025-05-09
eib_20250509_GBP_USD,USD,GBP,0.78907,European Central Bank,2025-05-09
eib_20250510_EUR_USD,USD,EUR,1.08334,European Central Bank,2025-05-10
eib_20250510_USD_EUR,EUR,USD,0.923071,European Central Bank,2025-05-10
eib_20250510_EUR_GBP,GBP,EUR,0.854779,European Central Bank,2025-05-10
eib_20250510_GBP_EUR,EUR,GBP,1.169893,European Central Bank,2025-05-10
eib_20250510_USD_GBP,GBP,USD,1.267393,European Central Bank,2025-05-10
eib_20250510_GBP_USD,USD,GBP,0.789021,European Central Bank,2025-05-10
eib_20250511_EUR_USD,USD,EUR,1.08324,European Central Bank,2025-05-11
eib_20250511_USD_EUR,EUR,USD,0.923157,European Central Bank,2025-05-11
eib_20250511_EUR_GBP,GBP,EUR,0.854881,European Central Bank,2025-05-11
eib_20250511_GBP_EUR,EUR,GBP,1.169753,European Central Bank,2025-05-11
eib_20250511_USD_GBP,GBP,USD,1.267123,European Central Bank,2025-05-11
eib_20250511_GBP_USD,USD,GBP,0.789189,European Central Bank,2025-05-11
eib_20250512_EUR_USD,USD,EUR,1.08293,European Central Bank,2025-05-12
eib_20250512_USD_EUR,EUR,USD,0.923421,European Central Bank,2025-05-12
eib_20250512_EUR_GBP,GBP,EUR,0.855008,European Central Bank,2025-05-12
eib_20250512_GBP_EUR,EUR,GBP,1.16958,European Central Bank,2025-05-12
eib_20250512_USD_GBP,GBP,USD,1.266573,European Central Bank,2025-05-12
eib_20250512_GBP_USD,USD,GBP,0.789532,European Central Bank,2025-05-12
eib_20250513_EUR_USD,USD,EUR,1.082943,European Central Bank,2025-05-13
eib_20250513_USD_EUR,EUR,USD,0.923409,European Central Bank,2025-05-13
eib_20250513_EUR_GBP,GBP,EUR,0.854919,European Central Bank,2025-05-13
eib_20250513_GBP_EUR,EUR,GBP,1.169701,European Central Bank,2025-05-13
eib_20250513_USD_GBP,GBP,USD,1.26672,European Central Bank,2025-05-13
eib_20250513_GBP_USD,USD,GBP,0.78944,European Central Bank,2025-05-13
eib_20250514_EUR_USD,USD,EUR,1.082731,European Central Bank,2025-05-14
eib_20250514_USD_EUR,EUR,USD,0.923591,European Central Bank,2025-05-14
eib_20250514_EUR_GBP,GBP,EUR,0.854823,European Central Bank,2025-05-14
eib_20250514_GBP_EUR,EUR,GBP,1.169833,European Central Bank,2025-05-14
eib_20250514_USD_GBP,GBP,USD,1.266614,European Central Bank,2025-05-14
eib_20250514_GBP_USD,USD,GBP,0.789507,European Central Bank,2025-05-14
eib_20250515_EUR_USD,USD,EUR,1.082826,European Central Bank,2025-05-15
eib_20250515_USD_EUR,EUR,USD,0.92351,European Central Bank,2025-05-15
eib_20250515_EUR_GBP,GBP,EUR,0.854777,European Central Bank,2025-05-15
eib_20250515_GBP_EUR,EUR,GBP,1.169895,European Central Bank,2025-05-15
eib_20250515_USD_GBP,GBP,USD,1.266793,European Central Bank,2025-05-15
eib_20250515_GBP_USD,USD,GBP,0.789395,European Central Bank,2025-05-15
eib_20250516_EUR_USD,USD,EUR,1.082642,European Central Bank,2025-05-16
eib_20250516_USD_EUR,EUR,USD,0.923667,European Central Bank,2025-05-16
eib_20250516_EUR_GBP,GBP,EUR,0.854394,European Central Bank,2025-05-16
eib_20250516_GBP_EUR,EUR,GBP,1.170421,European Central Bank,2025-05-16
eib_20250516_USD_GBP,GBP,USD,1.267146,European Central Bank,2025-05-16
eib_20250516_GBP_USD,USD,GBP,0.789175,European Central Bank,2025-05-16
eib_20250517_EUR_USD,USD,EUR,1.082952,European Central Bank,2025-05-17
eib_20250517_USD_EUR,EUR,USD,0.923402,European Central Bank,2025-05-17
eib_20250517_EUR_GBP,GBP,EUR,0.854141,European Central Bank,2025-05-17
eib_20250517_GBP_EUR,EUR,GBP,1.170767,European Central Bank,2025-05-17
eib_20250517_USD_GBP,GBP,USD,1.267884,European Central Bank,2025-05-17
eib_20250517_GBP_USD,USD,GBP,0.788716,European Central Bank,2025-05-17
eib_20250518_EUR_USD,USD,EUR,1.082795,European Central Bank,2025-05-18
eib_20250518_USD_EUR,EUR,USD,0.923536,European Central Bank,2025-05-18
eib_20250518_EUR_GBP,GBP,EUR,0.854369,European Central Bank,2025-05-18
eib_20250518_GBP_EUR,EUR,GBP,1.170455,European Central Bank,2025-05-18
eib_20250518_USD_GBP,GBP,USD,1.267362,European Central Bank,2025-05-18
eib_20250518_GBP_USD,USD,GBP,0.78904,European Central Bank,2025-05-18
eib_20250519_EUR_USD,USD,EUR,1.082731,European Central Bank,2025-05-19
eib_20250519_USD_EUR,EUR,USD,0.923591,European Central Bank,2025-05-19
eib_20250519_EUR_GBP,GBP,EUR,0.854643,European Central Bank,2025-05-19
eib_20250519_GBP_EUR,EUR,GBP,1.170079,European Central Bank,2025-05-19
eib_20250519_USD_GBP,GBP,USD,1.266881,European Central Bank,2025-05-19
eib_20250519_GBP_USD,USD,GBP,0.78934,European Central Bank,2025-05-19
eib_20250520_EUR_USD,USD,EUR,1.082893,European Central Bank,2025-05-20
eib_20250520_USD_EUR,EUR,USD,0.923452,European Central Bank,2025-05-20
eib_20250520_EUR_GBP,GBP,EUR,0.854602,European Central Bank,2025-05-20
eib_20250520_GBP_EUR,EUR,GBP,1.170136,European Central Bank,2025-05-20
eib_20250520_USD_GBP,GBP,USD,1.267132,European Central Bank,2025-05-20
eib_20250520_GBP_USD,USD,GBP,0.789183,European Central Bank,2025-05-20
eib_20250521_EUR_USD,USD,EUR,1.082647,European Central Bank,2025-05-21
eib_20250521_USD_EUR,EUR,USD,0.923662,European Central Bank,2025-05-21
eib_20250521_EUR_GBP,GBP,EUR,0.854698,European Central Bank,2025-05-21
eib_20250521_GBP_EUR,EUR,GBP,1.170004,European Central Bank,2025-05-21
eib_20250521_USD_GBP,GBP,USD,1.266702,European Central Bank,2025-05-21
eib_20250521_GBP_USD,USD,GBP,0.789452,European Central Bank,2025-05-21
eib_20250522_EUR_USD,USD,EUR,1.082693,European Central Bank,2025-05-22
eib_20250522_USD_EUR,EUR,USD,0.923623,European Central Bank,2025-05-22
eib_20250522_EUR_GBP,GBP,EUR,0.85475,European Central Bank,2025-05-22
eib_20250522_GBP_EUR,EUR,GBP,1.169933,European Central Bank,2025-05-22
eib_20250522_USD_GBP,GBP,USD,1.266678,European Central Bank,2025-05-22
eib_20250522_GBP_USD,USD,GBP,0.789466,European Central Bank,2025-05-22
eib_20250523_EUR_USD,USD,EUR,1.082954,European Central Bank,2025-05-23
eib_20250523_USD_EUR,EUR,USD,0.9234,European Central Bank,2025-05-23
eib_20250523_EUR_GBP,GBP,EUR,0.855263,European Central Bank,2025-05-23
eib_20250523_GBP_EUR,EUR,GBP,1.169231,European Central Bank,2025-05-23
eib_20250523_USD_GBP,GBP,USD,1.266224,European Central Bank,2025-05-23
eib_20250523_GBP_USD,USD,GBP,0.78975,European Central Bank,2025-05-23
eib_20250524_EUR_USD,USD,EUR,1.082633,European Central Bank,2025-05-24
eib_20250524_USD_EUR,EUR,USD,0.923674,European Central Bank,2025-05-24
eib_20250524_EUR_GBP,GBP,EUR,0.855449,European Central Bank,2025-05-24
eib_20250524_GBP_EUR,EUR,GBP,1.168976,European Central Bank,2025-05-24
eib_20250524_USD_GBP,GBP,USD,1.265572,European Central Bank,2025-05-24
eib_20250524_GBP_USD,USD,GBP,0.790157,European Central Bank,2025-05-24
eib_20250525_EUR_USD,USD,EUR,1.08267,European Central Bank,2025-05-25
eib_20250525_USD_EUR,EUR,USD,0.923643,European Central Bank,2025-05-25
eib_20250525_EUR_GBP,GBP,EUR,0.855428,European Central Bank,2025-05-25
eib_20250525_GBP_EUR,EUR,GBP,1.169006,European Central Bank,2025-05-25
eib_20250525_USD_GBP,GBP,USD,1.265647,European Central Bank,2025-05-25
eib_20250525_GBP_USD,USD,GBP,0.79011,European Central Bank,2025-05-25
eib_20250526_EUR_USD,USD,EUR,1.082722,European Central Bank,2025-05-26
eib_20250526_USD_EUR,EUR,USD,0.923599,European Central Bank,2025-05-26
eib_20250526_EUR_GBP,GBP,EUR,0.855269,European Central Bank,2025-05-26
eib_20250526_GBP_EUR,EUR,GBP,1.169223,European Central Bank,2025-05-26
eib_20250526_USD_GBP,GBP,USD,1.265943,European Central Bank,2025-05-26
eib_20250526_GBP_USD,USD,GBP,0.789925,European Central Bank,2025-05-26
eib_20250527_EUR_USD,USD,EUR,1.082878,European Central Bank,2025-05-27
eib_20250527_USD_EUR,EUR,USD,0.923465,European Central Bank,2025-05-27
eib_20250527_EUR_GBP,GBP,EUR,0.855001,European Central Bank,2025-05-27
eib_20250527_GBP_EUR,EUR,GBP,1.169589,European Central Bank,2025-05-27
eib_20250527_USD_GBP,GBP,USD,1.266522,European Central Bank,2025-05-27
eib_20250527_GBP_USD,USD,GBP,0.789564,European Central Bank,2025-05-27
eib_20250528_EUR_USD,USD,EUR,1.082631,European Central Bank,2025-05-28
eib_20250528_USD_EUR,EUR,USD,0.923676,European Central Bank,2025-05-28
eib_20250528_EUR_GBP,GBP,EUR,0.855035,European Central Bank,2025-05-28
eib_20250528_GBP_EUR,EUR,GBP,1.169543,European Central Bank,2025-05-28
eib_20250528_USD_GBP,GBP,USD,1.266183,European Central Bank,2025-05-28
eib_20250528_GBP_USD,USD,GBP,0.789775,European Central Bank,2025-05-28
eib_20250529_EUR_USD,USD,EUR,1.082366,European Central Bank,2025-05-29
eib_20250529_USD_EUR,EUR,USD,0.923902,European Central Bank,2025-05-29
eib_20250529_EUR_GBP,GBP,EUR,0.854909,European Central Bank,2025-05-29
eib_20250529_GBP_EUR,EUR,GBP,1.169715,European Central Bank,2025-05-29
eib_20250529_USD_GBP,GBP,USD,1.266061,European Central Bank,2025-05-29
eib_20250529_GBP_USD,USD,GBP,0.789852,European Central Bank,2025-05-29
eib_20250530_EUR_USD,USD,EUR,1.082471,European Central Bank,2025-05-30
eib_20250530_USD_EUR,EUR,USD,0.923812,European Central Bank,2025-05-30
eib_20250530_EUR_GBP,GBP,EUR,0.854672,European Central Bank,2025-05-30
eib_20250530_GBP_EUR,EUR,GBP,1.17004,European Central Bank,2025-05-30
eib_20250530_USD_GBP,GBP,USD,1.266534,European Central Bank,2025-05-30
eib_20250530_GBP_USD,USD,GBP,0.789556,European Central Bank,2025-05-30
eib_20250531_EUR_USD,USD,EUR,1.08253,European Central Bank,2025-05-31
eib_20250531_USD_EUR,EUR,USD,0.923762,European Central Bank,2025-05-31
eib_20250531_EUR_GBP,GBP,EUR,0.854564,European Central Bank,2025-05-31
eib_20250531_GBP_EUR,EUR,GBP,1.170187,European Central Bank,2025-05-31
eib_20250531_USD_GBP,GBP,USD,1.266763,European Central Bank,2025-05-31
eib_20250531_GBP_USD,USD,GBP,0.789414,European Central Bank,2025-05-31
eib_20250601_EUR_USD,USD,EUR,1.08258,European Central Bank,2025-06-01
eib_20250601_USD_EUR,EUR,USD,0.923719,European Central Bank,2025-06-01
eib_20250601_EUR_GBP,GBP,EUR,0.854384,European Central Bank,2025-06-01
eib_20250601_GBP_EUR,EUR,GBP,1.170434,European Central Bank,2025-06-01
eib_20250601_USD_GBP,GBP,USD,1.267089,European Central Bank,2025-06-01
eib_20250601_GBP_USD,USD,GBP,0.789211,European Central Bank,2025-06-01
eib_20250602_EUR_USD,USD,EUR,1.08265,European Central Bank,2025-06-02
eib_20250602_USD_EUR,EUR,USD,0.92366,European Central Bank,2025-06-02
eib_20250602_EUR_GBP,GBP,EUR,0.854665,European Central Bank,2025-06-02
eib_20250602_GBP_EUR,EUR,GBP,1.170049,European Central Bank,2025-06-02
eib_20250602_USD_GBP,GBP,USD,1.266753,European Central Bank,2025-06-02
eib_20250602_GBP_USD,USD,GBP,0.78942,European Central Bank,2025-06-02
eib_20250603_EUR_USD,USD,EUR,1.082514,European Central Bank,2025-06-03
eib_20250603_USD_EUR,EUR,USD,0.923776,European Central Bank,2025-06-03
eib_20250603_EUR_GBP,GBP,EUR,0.854812,European Central Bank,2025-06-03
eib_20250603_GBP_EUR,EUR,GBP,1.169848,European Central Bank,2025-06-03
eib_20250603_USD_GBP,GBP,USD,1.266376,European Central Bank,2025-06-03
eib_20250603_GBP_USD,USD,GBP,0.789655,European Central Bank,2025-06-03
eib_20250604_EUR_USD,USD,EUR,1.08256,European Central Bank,2025-06-04
eib_20250604_USD_EUR,EUR,USD,0.923736,European Central Bank,2025-06-04
eib_20250604_EUR_GBP,GBP,EUR,0.854811,European Central Bank,2025-06-04
eib_20250604_GBP_EUR,EUR,GBP,1.16985,European Central Bank,2025-06-04
eib_20250604_USD_GBP,GBP,USD,1.266433,European Central Bank,2025-06-04
eib_20250604_GBP_USD,USD,GBP,0.78962,European Central Bank,2025-06-04
eib_20250605_EUR_USD,USD,EUR,1.082619,European Central Bank,2025-06-05
eib_20250605_USD_EUR,EUR,USD,0.923686,European Central Bank,2025-06-05
eib_20250605_EUR_GBP,GBP,EUR,0.855057,European Central Bank,2025-06-05
eib_20250605_GBP_EUR,EUR,GBP,1.169512,European Central Bank,2025-06-05
eib_20250605_USD_GBP,GBP,USD,1.266136,European Central Bank,2025-06-05
eib_20250605_GBP_USD,USD,GBP,0.789805,European Central Bank,2025-06-05
eib_20250606_EUR_USD,USD,EUR,1.082476,European Central Bank,2025-06-06
eib_20250606_USD_EUR,EUR,USD,0.923808,European Central Bank,2025-06-06
eib_20250606_EUR_GBP,GBP,EUR,0.85507,European Central Bank,2025-06-06
eib_20250606_GBP_EUR,EUR,GBP,1.169495,European Central Bank,2025-06-06
eib_20250606_USD_GBP,GBP,USD,1.26595,European Central Bank,2025-06-06
eib_20250606_GBP_USD,USD,GBP,0.789921,European Central Bank,2025-06-06
eib_20250607_EUR_USD,USD,EUR,1.082849,European Central Bank,2025-06-07
eib_20250607_USD_EUR,EUR,USD,0.92349,European Central Bank,2025-06-07
eib_20250607_EUR_GBP,GBP,EUR,0.854927,European Central Bank,2025-06-07
eib_20250607_GBP_EUR,EUR,GBP,1.169691,European Central Bank,2025-06-07
eib_20250607_USD_GBP,GBP,USD,1.266599,European Central Bank,2025-06-07
eib_20250607_GBP_USD,USD,GBP,0.789516,European Central Bank,2025-06-07
eib_20250608_EUR_USD,USD,EUR,1.082944,European Central Bank,2025-06-08
eib_20250608_USD_EUR,EUR,USD,0.923409,European Central Bank,2025-06-08
eib_20250608_EUR_GBP,GBP,EUR,0.85518,European Central Bank,2025-06-08
eib_20250608_GBP_EUR,EUR,GBP,1.169344,European Central Bank,2025-06-08
eib_20250608_USD_GBP,GBP,USD,1.266334,European Central Bank,2025-06-08
eib_20250608_GBP_USD,USD,GBP,0.789681,European Central Bank,2025-06-08
eib_20250609_EUR_USD,USD,EUR,1.082705,European Central Bank,2025-06-09
eib_20250609_USD_EUR,EUR,USD,0.923612,European Central Bank,2025-06-09
eib_20250609_EUR_GBP,GBP,EUR,0.85527,European Central Bank,2025-06-09
eib_20250609_GBP_EUR,EUR,GBP,1.169221,European Central Bank,2025-06-09
eib_20250609_USD_GBP,GBP,USD,1.265922,European Central Bank,2025-06-09
eib_20250609_GBP_USD,USD,GBP,0.789938,European Central Bank,2025-06-09
eib_20250610_EUR_USD,USD,EUR,1.082837,European Central Bank,2025-06-10
eib_20250610_USD_EUR,EUR,USD,0.9235,European Central Bank,2025-06-10
eib_20250610_EUR_GBP,GBP,EUR,0.855097,European Central Bank,2025-06-10
eib_20250610_GBP_EUR,EUR,GBP,1.169457,European Central Bank,2025-06-10
eib_20250610_USD_GBP,GBP,USD,1.266332,European Central Bank,2025-06-10
eib_20250610_GBP_USD,USD,GBP,0.789683,European Central Bank,2025-06-10
eib_20250611_EUR_USD,USD,EUR,1.082642,European Central Bank,2025-06-11
eib_20250611_USD_EUR,EUR,USD,0.923667,European Central Bank,2025-06-11
eib_20250611_EUR_GBP,GBP,EUR,0.855066,European Central Bank,2025-06-11
eib_20250611_GBP_EUR,EUR,GBP,1.169501,European Central Bank,2025-06-11
eib_20250611_USD_GBP,GBP,USD,1.266151,European Central Bank,2025-06-11
eib_20250611_GBP_USD,USD,GBP,0.789796,European Central Bank,2025-06-11
eib_20250612_EUR_USD,USD,EUR,1.082799,European Central Bank,2025-06-12
eib_20250612_USD_EUR,EUR,USD,0.923532,European Central Bank,2025-06-12
eib_20250612_EUR_GBP,GBP,EUR,0.85492,European Central Bank,2025-06-12
eib_20250612_GBP_EUR,EUR,GBP,1.169701,European Central Bank,2025-06-12
eib_20250612_USD_GBP,GBP,USD,1.266551,European Central Bank,2025-06-12
eib_20250612_GBP_USD,USD,GBP,0.789546,European Central Bank,2025-06-12
eib_20250613_EUR_USD,USD,EUR,1.083031,European Central Bank,2025-06-13
eib_20250613_USD_EUR,EUR,USD,0.923335,European Central Bank,2025-06-13
eib_20250613_EUR_GBP,GBP,EUR,0.854689,European Central Bank,2025-06-13
eib_20250613_GBP_EUR,EUR,GBP,1.170016,European Central Bank,2025-06-13
eib_20250613_USD_GBP,GBP,USD,1.267163,European Central Bank,2025-06-13
eib_20250613_GBP_USD,USD,GBP,0.789164,European Central Bank,2025-06-13
eib_20250614_EUR_USD,USD,EUR,1.082867,European Central Bank,2025-06-14
eib_20250614_USD_EUR,EUR,USD,0.923475,European Central Bank,2025-06-14
eib_20250614_EUR_GBP,GBP,EUR,0.854844,European Central Bank,2025-06-14
eib_20250614_GBP_EUR,EUR,GBP,1.169805,European Central Bank,2025-06-14
eib_20250614_USD_GBP,GBP,USD,1.266743,European Central Bank,2025-06-14
eib_20250614_GBP_USD,USD,GBP,0.789426,European Central Bank,2025-06-14
eib_20250615_EUR_USD,USD,EUR,1.083059,European Central Bank,2025-06-15
eib_20250615_USD_EUR,EUR,USD,0.92331,European Central Bank,2025-06-15
eib_20250615_EUR_GBP,GBP,EUR,0.855162,European Central Bank,2025-06-15
eib_20250615_GBP_EUR,EUR,GBP,1.169369,European Central Bank,2025-06-15
eib_20250615_USD_GBP,GBP,USD,1.266497,European Central Bank,2025-06-15
eib_20250615_GBP_USD,USD,GBP,0.78958,European Central Bank,2025-06-15
eib_20250616_EUR_USD,USD,EUR,1.083142,European Central Bank,2025-06-16
eib_20250616_USD_EUR,EUR,USD,0.92324,European Central Bank,2025-06-16
eib_20250616_EUR_GBP,GBP,EUR,0.854929,European Central Bank,2025-06-16
eib_20250616_GBP_EUR,EUR,GBP,1.169688,European Central Bank,2025-06-16
eib_20250616_USD_GBP,GBP,USD,1.266938,European Central Bank,2025-06-16
eib_20250616_GBP_USD,USD,GBP,0.789304,European Central Bank,2025-06-16
eib_20250617_EUR_USD,USD,EUR,1.083306,European Central Bank,2025-06-17
eib_20250617_USD_EUR,EUR,USD,0.9231,European Central Bank,2025-06-17
eib_20250617_EUR_GBP,GBP,EUR,0.855023,European Central Bank,2025-06-17
eib_20250617_GBP_EUR,EUR,GBP,1.16956,European Central Bank,2025-06-17
eib_20250617_USD_GBP,GBP,USD,1.266992,European Central Bank,2025-06-17
eib_20250617_GBP_USD,USD,GBP,0.789271,European Central Bank,2025-06-17
eib_20250618_EUR_USD,USD,EUR,1.083686,European Central Bank,2025-06-18
eib_20250618_USD_EUR,EUR,USD,0.922777,European Central Bank,2025-06-18
eib_20250618_EUR_GBP,GBP,EUR,0.854914,European Central Bank,2025-06-18
eib_20250618_GBP_EUR,EUR,GBP,1.169708,European Central Bank,2025-06-18
eib_20250618_USD_GBP,GBP,USD,1.267596,European Central Bank,2025-06-18
eib_20250618_GBP_USD,USD,GBP,0.788895,European Central Bank,2025-06-18
eib_20250619_EUR_USD,USD,EUR,1.083637,European Central Bank,2025-06-19
eib_20250619_USD_EUR,EUR,USD,0.922818,European Central Bank,2025-06-19
eib_20250619_EUR_GBP,GBP,EUR,0.854833,European Central Bank,2025-06-19
eib_20250619_GBP_EUR,EUR,GBP,1.169819,European Central Bank,2025-06-19
eib_20250619_USD_GBP,GBP,USD,1.267659,European Central Bank,2025-06-19
eib_20250619_GBP_USD,USD,GBP,0.788856,European Central Bank,2025-06-19
eib_20250620_EUR_USD,USD,EUR,1.083486,European Central Bank,2025-06-20
eib_20250620_USD_EUR,EUR,USD,0.922947,European Central Bank,2025-06-20
eib_20250620_EUR_GBP,GBP,EUR,0.854734,European Central Bank,2025-06-20
eib_20250620_GBP_EUR,EUR,GBP,1.169954,European Central Bank,2025-06-20
eib_20250620_USD_GBP,GBP,USD,1.267629,European Central Bank,2025-06-20
eib_20250620_GBP_USD,USD,GBP,0.788874,European Central Bank,2025-06-20
eib_20250621_EUR_USD,USD,EUR,1.083308,European Central Bank,2025-06-21
eib_20250621_USD_EUR,EUR,USD,0.923098,European Central Bank,2025-06-21
